,Firmid,Realdate,Dprice,Dmarket,Nace,Nace2,Event
133405,h_wh,16553,-0.85%,-0.013582746,7020,70,0.0
133406,h_wh,16554,0.00%,-0.001417963,7020,70,0.0
133407,h_wh,16559,0.20%,0.009095093,7020,70,0.0
133408,h_wh,16560,0.65%,0.005167558,7020,70,0.0
133409,h_wh,16561,-0.13%,0.005707819,7020,70,0.0
133410,h_wh,16562,-0.39%,0.004337201,7020,70,0.0
133411,h_wh,16565,0.45%,-0.003390596,7020,70,0.0
133412,h_wh,16566,-0.71%,-0.007306199,7020,70,0.0
133413,h_wh,16567,0.72%,-0.002138066,7020,70,0.0
133414,h_wh,16568,1.81%,0.00612259,7020,70,0.0
133415,h_wh,16569,-1.14%,4.99759e-05,7020,70,0.0
133416,h_wh,16572,0.96%,-0.004197651,7020,70,0.0
133417,h_wh,16573,0.70%,0.001030659,7020,70,0.0
133418,h_wh,16574,-0.13%,0.011437487,7020,70,0.0
133419,h_wh,16575,0.63%,0.004704767,7020,70,0.0
133420,h_wh,16576,-0.13%,0.000876537,7020,70,0.0
133421,h_wh,16579,0.38%,0.004109947,7020,70,0.0
133422,h_wh,16580,1.13%,-0.000789218,7020,70,0.0
133423,h_wh,16581,1.30%,-0.000570614,7020,70,0.0
133424,h_wh,16582,1.47%,0.007013857,7020,70,0.0
133425,h_wh,16583,-0.84%,-0.000882414,7020,70,0.0
133426,h_wh,16587,0.85%,0.00448707,7020,70,0.0
133427,h_wh,16588,2.05%,0.013386121,7020,70,0.0
133428,h_wh,16589,-0.65%,-0.000151309,7020,70,0.0
133429,h_wh,16596,-2.59%,0.004257242,7020,70,0.0
133430,h_wh,16597,2.25%,0.006048266,7020,70,0.0
133431,h_wh,16600,-0.06%,0.00398708,7020,70,0.0
133432,h_wh,16601,-0.46%,0.00138692,7020,70,0.0
133433,h_wh,16602,-0.17%,-0.004020325,7020,70,0.0
133434,h_wh,16603,0.12%,0.00552928,7020,70,0.0
133435,h_wh,16604,1.22%,0.001313935,7020,70,0.0
133436,h_wh,16607,-0.69%,-0.000337068,7020,70,0.0
133437,h_wh,16608,0.35%,0.004808192,7020,70,0.0
133438,h_wh,16609,1.85%,0.00116199,7020,70,0.0
133439,h_wh,16610,-0.40%,0.004202994,7020,70,0.0
133440,h_wh,16611,-0.23%,-0.008151721,7020,70,0.0
133441,h_wh,16614,-1.94%,-0.009713451,7020,70,0.0
133442,h_wh,16615,1.05%,0.008522274,7020,70,0.0
133443,h_wh,16616,0.58%,0.002964198,7020,70,0.0
133444,h_wh,16617,0.80%,-0.003136038,7020,70,0.0
133445,h_wh,16618,0.51%,0.007810287,7020,70,0.0
133446,h_wh,16622,0.39%,0.000251759,7020,70,0.0
133447,h_wh,16623,-0.22%,0.005896191,7020,70,0.0
133448,h_wh,16624,-1.35%,-0.018221237,7020,70,0.0
133449,h_wh,16625,0.28%,0.013775767,7020,70,0.0
133450,h_wh,16628,-0.06%,0.005260896,7020,70,0.0
133451,h_wh,16629,-0.06%,-0.003822247,7020,70,0.0
133452,h_wh,16630,0.17%,0.005712415,7020,70,0.0
133453,h_wh,16631,-0.11%,0.004567566,7020,70,0.0
133454,h_wh,16632,-0.85%,-0.001803078,7020,70,0.0
133455,h_wh,16635,-0.17%,-0.00235759,7020,70,0.0
133456,h_wh,16637,-0.63%,0.001742948,7020,70,0.0
133457,h_wh,16638,0.00%,0.00144099,7020,70,0.0
133458,h_wh,16639,0.46%,0.000699887,7020,70,0.0
133459,h_wh,16642,1.14%,0.004161065,7020,70,0.0
133460,h_wh,16643,-0.79%,0.000593994,7020,70,0.0
133461,h_wh,16644,0.40%,0.002805696,7020,70,0.0
133462,h_wh,16645,-0.06%,0.004968441,7020,70,0.0
133463,h_wh,16646,-0.17%,-0.000589054,7020,70,0.0
133464,h_wh,16649,0.06%,0.000929765,7020,70,0.0
133465,h_wh,16650,1.08%,0.00751486,7020,70,0.0
133466,h_wh,16651,1.74%,-0.001221051,7020,70,0.0
133467,h_wh,16652,-0.44%,-0.007534257,7020,70,0.0
133468,h_wh,16653,-0.72%,-0.003800867,7020,70,0.0
133469,h_wh,16656,-0.62%,0.006249821,7020,70,0.0
133470,h_wh,16657,1.07%,0.00610608,7020,70,0.0
133471,h_wh,16658,0.45%,0.008320427,7020,70,0.0
133472,h_wh,16659,-0.83%,-0.003109527,7020,70,0.0
133473,h_wh,16660,-0.84%,-0.002267577,7020,70,0.0
133474,h_wh,16663,0.00%,-0.00040249,7020,70,0.0
133475,h_wh,16664,-0.17%,-0.00238477,7020,70,0.0
133476,h_wh,16665,-1.98%,-0.002567908,7020,70,0.0
133477,h_wh,16666,0.86%,-0.003153555,7020,70,0.0
133478,h_wh,16667,0.17%,0.009546662,7020,70,0.0
133479,h_wh,16670,-0.29%,0.000672486,7020,70,0.0
133480,h_wh,16672,-0.57%,-0.010565436,7020,70,0.0
133481,h_wh,16673,-0.64%,-0.006806104,7020,70,0.0
133482,h_wh,16679,0.12%,0.004000885,7020,70,0.0
133483,h_wh,16680,0.23%,0.007095878,7020,70,0.0
133484,h_wh,16681,0.18%,-0.000449724,7020,70,0.0
133485,h_wh,16685,0.35%,0.014010715,7020,70,0.0
133486,h_wh,16686,-0.47%,0.003797298,7020,70,0.0
133487,h_wh,16687,1.05%,-0.000962805,7020,70,0.0
