,Firmid,Realdate,Dprice,Dmarket,Nace,Nace2,Event
206161,s_fin,16553,-1.59%,-0.013582746,2875,28,0.0
206162,s_fin,16554,-1.22%,-0.001417963,2875,28,0.0
206163,s_fin,16559,0.24%,0.009095093,2875,28,0.0
206164,s_fin,16560,-0.08%,0.005167558,2875,28,0.0
206165,s_fin,16561,0.00%,0.005707819,2875,28,0.0
206166,s_fin,16562,1.94%,0.004337201,2875,28,0.0
206167,s_fin,16565,-0.64%,-0.003390596,2875,28,0.0
206168,s_fin,16566,-1.76%,-0.007306199,2875,28,0.0
206169,s_fin,16567,0.41%,-0.002138066,2875,28,0.0
206170,s_fin,16568,0.81%,0.00612259,2875,28,0.0
206171,s_fin,16569,-0.40%,4.99759e-05,2875,28,0.0
206172,s_fin,16572,0.00%,-0.004197651,2875,28,0.0
206173,s_fin,16573,-0.48%,0.001030659,2875,28,0.0
206174,s_fin,16574,3.65%,0.011437487,2875,28,0.0
206175,s_fin,16575,0.55%,0.004704767,2875,28,0.0
206176,s_fin,16576,1.32%,0.000876537,2875,28,0.0
206177,s_fin,16579,0.15%,0.004109947,2875,28,0.0
206178,s_fin,16580,-0.08%,-0.000789218,2875,28,0.0
206179,s_fin,16581,0.16%,-0.000570614,2875,28,0.0
206180,s_fin,16582,2.03%,0.007013857,2875,28,0.0
206181,s_fin,16583,0.61%,-0.000882414,2875,28,0.0
206182,s_fin,16587,-0.61%,0.00448707,2875,28,0.0
206183,s_fin,16588,0.92%,0.013386121,2875,28,0.0
206184,s_fin,16589,-0.38%,-0.000151309,2875,28,0.0
206185,s_fin,16596,0.70%,0.004257242,2875,28,0.0
206186,s_fin,16597,0.31%,0.006048266,2875,28,0.0
206187,s_fin,16600,0.08%,0.00398708,2875,28,0.0
206188,s_fin,16601,1.38%,0.00138692,2875,28,0.0
206189,s_fin,16602,0.15%,-0.004020325,2875,28,0.0
206190,s_fin,16603,0.23%,0.00552928,2875,28,0.0
206191,s_fin,16604,0.45%,0.001313935,2875,28,0.0
206192,s_fin,16607,-2.54%,-0.000337068,2875,28,0.0
206193,s_fin,16608,0.77%,0.004808192,2875,28,0.0
206194,s_fin,16609,-0.30%,0.00116199,2875,28,0.0
206195,s_fin,16610,0.23%,0.004202994,2875,28,0.0
206196,s_fin,16611,-1.98%,-0.008151721,2875,28,0.0
206197,s_fin,16614,-2.33%,-0.009713451,2875,28,0.0
206198,s_fin,16615,0.48%,0.008522274,2875,28,0.0
206199,s_fin,16616,2.14%,0.002964198,2875,28,0.0
206200,s_fin,16617,-0.62%,-0.003136038,2875,28,0.0
206201,s_fin,16618,-0.16%,0.007810287,2875,28,0.0
206202,s_fin,16622,-0.08%,0.000251759,2875,28,0.0
206203,s_fin,16623,1.18%,0.005896191,2875,28,0.0
206204,s_fin,16624,-1.01%,-0.018221237,2875,28,0.0
206205,s_fin,16625,1.10%,0.013775767,2875,28,0.0
206206,s_fin,16628,0.93%,0.005260896,2875,28,0.0
206207,s_fin,16629,0.69%,-0.003822247,2875,28,0.0
206208,s_fin,16630,0.46%,0.005712415,2875,28,0.0
206209,s_fin,16631,0.23%,0.004567566,2875,28,0.0
206210,s_fin,16632,-0.15%,-0.001803078,2875,28,0.0
206211,s_fin,16635,0.53%,-0.00235759,2875,28,0.0
206212,s_fin,16637,-0.30%,0.001742948,2875,28,0.0
206213,s_fin,16638,0.15%,0.00144099,2875,28,0.0
206214,s_fin,16639,0.75%,0.000699887,2875,28,0.0
206215,s_fin,16642,-0.30%,0.004161065,2875,28,0.0
206216,s_fin,16643,1.73%,0.000593994,2875,28,0.0
206217,s_fin,16644,-0.22%,0.002805696,2875,28,0.0
206218,s_fin,16645,-0.15%,0.004968441,2875,28,0.0
206219,s_fin,16646,-0.37%,-0.000589054,2875,28,0.0
206220,s_fin,16649,-0.07%,0.000929765,2875,28,0.0
206221,s_fin,16650,0.82%,0.00751486,2875,28,0.0
206222,s_fin,16651,0.52%,-0.001221051,2875,28,0.0
206223,s_fin,16652,-0.95%,-0.007534257,2875,28,0.0
206224,s_fin,16653,-1.41%,-0.003800867,2875,28,0.0
206225,s_fin,16656,0.00%,0.006249821,2875,28,0.0
206226,s_fin,16657,0.98%,0.00610608,2875,28,0.0
206227,s_fin,16658,1.93%,0.008320427,2875,28,0.0
