,Firmid,Realdate,Dprice,Dmarket,Nace,Nace2,Event
12768,b_sof,16553,0.19%,-0.013582746,4011,40,0.0
12769,b_sof,16554,0.00%,-0.001417963,4011,40,0.0
12770,b_sof,16559,-0.65%,0.009095093,4011,40,0.0
12771,b_sof,16560,1.31%,0.005167558,4011,40,0.0
12772,b_sof,16561,-1.02%,0.005707819,4011,40,0.0
12773,b_sof,16562,-0.19%,0.004337201,4011,40,0.0
12774,b_sof,16565,0.65%,-0.003390596,4011,40,0.0
12775,b_sof,16566,2.14%,-0.007306199,4011,40,0.0
12776,b_sof,16567,0.62%,-0.002138066,4011,40,0.0
12777,b_sof,16568,1.10%,0.00612259,4011,40,0.0
12778,b_sof,16569,-0.64%,4.99759e-05,4011,40,0.0
12779,b_sof,16572,0.09%,-0.004197651,4011,40,0.0
12780,b_sof,16573,-1.01%,0.001030659,4011,40,0.0
12781,b_sof,16574,-0.09%,0.011437487,4011,40,0.0
12782,b_sof,16575,-0.55%,0.004704767,4011,40,0.0
12783,b_sof,16576,-0.19%,0.000876537,4011,40,0.0
12784,b_sof,16579,2.42%,0.004109947,4011,40,0.0
12785,b_sof,16580,-1.73%,-0.000789218,4011,40,0.0
12786,b_sof,16581,1.39%,-0.000570614,4011,40,0.0
12787,b_sof,16582,-1.00%,0.007013857,4011,40,0.0
12788,b_sof,16583,0.74%,-0.000882414,4011,40,0.0
12789,b_sof,16587,0.09%,0.00448707,4011,40,0.0
12790,b_sof,16588,0.37%,0.013386121,4011,40,0.0
12791,b_sof,16589,0.55%,-0.000151309,4011,40,0.0
12792,b_sof,16596,0.27%,0.004257242,4011,40,0.0
12793,b_sof,16597,2.55%,0.006048266,4011,40,0.0
12794,b_sof,16600,-1.86%,0.00398708,4011,40,0.0
12795,b_sof,16601,3.61%,0.00138692,4011,40,0.0
12796,b_sof,16602,2.62%,-0.004020325,4011,40,0.0
12797,b_sof,16603,-0.68%,0.00552928,4011,40,0.0
12798,b_sof,16604,-0.26%,0.001313935,4011,40,0.0
12799,b_sof,16607,-0.34%,-0.000337068,4011,40,0.0
12800,b_sof,16608,-0.34%,0.004808192,4011,40,0.0
12801,b_sof,16609,-0.17%,0.00116199,4011,40,0.0
12802,b_sof,16610,0.17%,0.004202994,4011,40,0.0
12803,b_sof,16611,0.09%,-0.008151721,4011,40,0.0
12804,b_sof,16614,-1.38%,-0.009713451,4011,40,0.0
12805,b_sof,16615,-0.26%,0.008522274,4011,40,0.0
12806,b_sof,16616,0.53%,0.002964198,4011,40,0.0
12807,b_sof,16617,0.35%,-0.003136038,4011,40,0.0
12808,b_sof,16618,-0.17%,0.007810287,4011,40,0.0
12809,b_sof,16622,-0.34%,0.000251759,4011,40,0.0
12810,b_sof,16623,1.73%,0.005896191,4011,40,0.0
12811,b_sof,16624,-0.59%,-0.018221237,4011,40,0.0
12812,b_sof,16625,2.65%,0.013775767,4011,40,0.0
12813,b_sof,16628,0.25%,0.005260896,4011,40,0.0
12814,b_sof,16629,0.08%,-0.003822247,4011,40,0.0
12815,b_sof,16630,-1.16%,0.005712415,4011,40,0.0
12816,b_sof,16631,0.84%,0.004567566,4011,40,0.0
12817,b_sof,16632,-1.00%,-0.001803078,4011,40,0.0
12818,b_sof,16635,0.25%,-0.00235759,4011,40,0.0
12819,b_sof,16637,-0.71%,0.001742948,4011,40,0.0
12820,b_sof,16638,-0.40%,0.00144099,4011,40,0.0
12821,b_sof,16639,-0.24%,0.000699887,4011,40,0.0
12822,b_sof,16642,-1.93%,0.004161065,4011,40,0.0
12823,b_sof,16643,0.16%,0.000593994,4011,40,0.0
12824,b_sof,16644,-0.65%,0.002805696,4011,40,0.0
12825,b_sof,16645,0.41%,0.004968441,4011,40,0.0
12826,b_sof,16646,-0.82%,-0.000589054,4011,40,0.0
12827,b_sof,16649,-0.99%,0.000929765,4011,40,0.0
12828,b_sof,16650,1.34%,0.00751486,4011,40,0.0
