,Firmid,Realdate,Dprice,Dmarket,Nace,Nace2,Event
232972,w_gind,16553,3.55%,-0.013582746,3614,36,0.0
232973,w_gind,16554,-1.45%,-0.001417963,3614,36,0.0
232974,w_gind,16559,0.00%,0.009095093,3614,36,0.0
232975,w_gind,16560,0.00%,0.005167558,3614,36,0.0
232976,w_gind,16561,0.00%,0.005707819,3614,36,0.0
232977,w_gind,16562,0.94%,0.004337201,3614,36,0.0
232978,w_gind,16565,0.47%,-0.003390596,3614,36,0.0
232979,w_gind,16566,-1.86%,-0.007306199,3614,36,0.0
232980,w_gind,16567,0.00%,-0.002138066,3614,36,0.0
232981,w_gind,16568,0.00%,0.00612259,3614,36,0.0
232982,w_gind,16569,0.47%,4.99759e-05,3614,36,0.0
232983,w_gind,16572,-0.47%,-0.004197651,3614,36,0.0
232984,w_gind,16573,1.42%,0.001030659,3614,36,0.0
232985,w_gind,16574,0.00%,0.011437487,3614,36,0.0
232986,w_gind,16575,0.00%,0.004704767,3614,36,0.0
232987,w_gind,16576,0.00%,0.000876537,3614,36,0.0
232988,w_gind,16579,0.47%,0.004109947,3614,36,0.0
232989,w_gind,16580,-0.93%,-0.000789218,3614,36,0.0
232990,w_gind,16581,0.47%,-0.000570614,3614,36,0.0
232991,w_gind,16582,0.47%,0.007013857,3614,36,0.0
232992,w_gind,16583,0.00%,-0.000882414,3614,36,0.0
232993,w_gind,16587,0.93%,0.00448707,3614,36,0.0
232994,w_gind,16588,0.46%,0.013386121,3614,36,0.0
232995,w_gind,16589,-3.23%,-0.000151309,3614,36,0.0
232996,w_gind,16596,1.42%,0.004257242,3614,36,0.0
232997,w_gind,16597,0.00%,0.006048266,3614,36,0.0
232998,w_gind,16600,0.00%,0.00398708,3614,36,0.0
232999,w_gind,16601,0.00%,0.00138692,3614,36,0.0
233000,w_gind,16602,0.00%,-0.004020325,3614,36,0.0
233001,w_gind,16603,-0.47%,0.00552928,3614,36,0.0
233002,w_gind,16604,1.40%,0.001313935,3614,36,0.0
