,Firmid,Realdate,Dprice,Dmarket,Nace,Nace2,Event
89708,f_dsy,16553,-1.84%,-0.013582746,7222,72,0.0
89709,f_dsy,16554,0.95%,-0.001417963,7222,72,0.0
89710,f_dsy,16559,0.03%,0.009095093,7222,72,0.0
89711,f_dsy,16560,1.26%,0.005167558,7222,72,0.0
89712,f_dsy,16561,0.73%,0.005707819,7222,72,0.0
89713,f_dsy,16562,-0.11%,0.004337201,7222,72,0.0
89714,f_dsy,16565,-0.27%,-0.003390596,7222,72,0.0
89715,f_dsy,16566,-1.05%,-0.007306199,7222,72,0.0
89716,f_dsy,16567,0.36%,-0.002138066,7222,72,0.0
89717,f_dsy,16568,0.00%,0.00612259,7222,72,0.0
89718,f_dsy,16569,0.03%,4.99759e-05,7222,72,0.0
89719,f_dsy,16572,2.53%,-0.004197651,7222,72,0.0
89720,f_dsy,16573,2.18%,0.001030659,7222,72,0.0
89721,f_dsy,16574,1.84%,0.011437487,7222,72,0.0
89722,f_dsy,16575,-1.79%,0.004704767,7222,72,0.0
89723,f_dsy,16576,0.39%,0.000876537,7222,72,0.0
89724,f_dsy,16579,0.83%,0.004109947,7222,72,0.0
89725,f_dsy,16580,-1.41%,-0.000789218,7222,72,0.0
89726,f_dsy,16581,-0.68%,-0.000570614,7222,72,0.0
89727,f_dsy,16582,0.47%,0.007013857,7222,72,0.0
89728,f_dsy,16583,-0.26%,-0.000882414,7222,72,0.0
89729,f_dsy,16587,-0.87%,0.00448707,7222,72,0.0
89730,f_dsy,16588,1.17%,0.013386121,7222,72,0.0
89731,f_dsy,16589,1.26%,-0.000151309,7222,72,0.0
89732,f_dsy,16596,0.10%,0.004257242,7222,72,0.0
89733,f_dsy,16597,0.36%,0.006048266,7222,72,0.0
89734,f_dsy,16600,0.41%,0.00398708,7222,72,0.0
89735,f_dsy,16601,0.18%,0.00138692,7222,72,0.0
89736,f_dsy,16602,-0.91%,-0.004020325,7222,72,0.0
89737,f_dsy,16603,0.69%,0.00552928,7222,72,0.0
89738,f_dsy,16604,-1.65%,0.001313935,7222,72,0.0
89739,f_dsy,16607,0.15%,-0.000337068,7222,72,0.0
89740,f_dsy,16608,0.62%,0.004808192,7222,72,0.0
89741,f_dsy,16609,0.97%,0.00116199,7222,72,0.0
89742,f_dsy,16610,1.09%,0.004202994,7222,72,0.0
89743,f_dsy,16611,0.20%,-0.008151721,7222,72,0.0
89744,f_dsy,16614,-1.88%,-0.009713451,7222,72,0.0
89745,f_dsy,16615,1.17%,0.008522274,7222,72,0.0
89746,f_dsy,16616,1.04%,0.002964198,7222,72,0.0
89747,f_dsy,16617,0.83%,-0.003136038,7222,72,0.0
89748,f_dsy,16618,-0.30%,0.007810287,7222,72,0.0
89749,f_dsy,16622,0.23%,0.000251759,7222,72,0.0
89750,f_dsy,16623,1.16%,0.005896191,7222,72,0.0
89751,f_dsy,16624,-0.85%,-0.018221237,7222,72,0.0
89752,f_dsy,16625,0.63%,0.013775767,7222,72,0.0
89753,f_dsy,16628,4.02%,0.005260896,7222,72,0.0
89754,f_dsy,16629,-0.38%,-0.003822247,7222,72,0.0
89755,f_dsy,16630,-0.19%,0.005712415,7222,72,0.0
89756,f_dsy,16631,0.85%,0.004567566,7222,72,0.0
89757,f_dsy,16632,0.43%,-0.001803078,7222,72,0.0
89758,f_dsy,16635,-1.05%,-0.00235759,7222,72,0.0
89759,f_dsy,16637,-0.79%,0.001742948,7222,72,0.0
89760,f_dsy,16638,0.19%,0.00144099,7222,72,0.0
89761,f_dsy,16639,-2.05%,0.000699887,7222,72,0.0
89762,f_dsy,16642,-0.12%,0.004161065,7222,72,0.0
89763,f_dsy,16643,4.70%,0.000593994,7222,72,0.0
89764,f_dsy,16644,0.24%,0.002805696,7222,72,0.0
89765,f_dsy,16645,-1.15%,0.004968441,7222,72,0.0
89766,f_dsy,16646,0.26%,-0.000589054,7222,72,0.0
89767,f_dsy,16649,-2.37%,0.000929765,7222,72,0.0
89768,f_dsy,16650,-0.58%,0.00751486,7222,72,0.0
89769,f_dsy,16651,0.88%,-0.001221051,7222,72,0.0
89770,f_dsy,16652,-1.09%,-0.007534257,7222,72,0.0
89771,f_dsy,16653,0.17%,-0.003800867,7222,72,0.0
89772,f_dsy,16656,-0.85%,0.006249821,7222,72,0.0
89773,f_dsy,16657,0.52%,0.00610608,7222,72,0.0
89774,f_dsy,16658,0.88%,0.008320427,7222,72,0.0
89775,f_dsy,16659,-1.24%,-0.003109527,7222,72,0.0
89776,f_dsy,16660,-1.70%,-0.002267577,7222,72,0.0
89777,f_dsy,16663,0.23%,-0.00040249,7222,72,0.0
89778,f_dsy,16664,-1.02%,-0.00238477,7222,72,0.0
89779,f_dsy,16665,-1.66%,-0.002567908,7222,72,0.0
89780,f_dsy,16666,0.74%,-0.003153555,7222,72,0.0
89781,f_dsy,16667,1.02%,0.009546662,7222,72,0.0
89782,f_dsy,16670,-1.26%,0.000672486,7222,72,0.0
89783,f_dsy,16672,-0.59%,-0.010565436,7222,72,0.0
89784,f_dsy,16673,-1.54%,-0.006806104,7222,72,0.0
89785,f_dsy,16679,0.46%,0.004000885,7222,72,0.0
89786,f_dsy,16680,0.78%,0.007095878,7222,72,0.0
89787,f_dsy,16681,0.78%,-0.000449724,7222,72,0.0
89788,f_dsy,16685,0.15%,0.014010715,7222,72,0.0
89789,f_dsy,16686,0.60%,0.003797298,7222,72,0.0
89790,f_dsy,16687,0.15%,-0.000962805,7222,72,0.0
89791,f_dsy,16688,-0.69%,0.003097197,7222,72,0.0
89792,f_dsy,16691,1.39%,0.002287577,7222,72,0.0
89793,f_dsy,16692,1.05%,-0.006935666,7222,72,0.0
89794,f_dsy,16693,0.19%,0.003318491,7222,72,0.0
89795,f_dsy,16694,-0.99%,0.000246603,7222,72,0.0
89796,f_dsy,16695,0.07%,0.006011041,7222,72,0.0
89797,f_dsy,16698,1.95%,0.002443217,7222,72,0.0
89798,f_dsy,16699,-0.29%,0.001109965,7222,72,0.0
89799,f_dsy,16700,0.96%,-0.010290694,7222,72,0.0
89800,f_dsy,16701,-0.95%,-0.003597179,7222,72,0.0
89801,f_dsy,16702,-1.61%,0.004717265,7222,72,0.0
89802,f_dsy,16706,0.51%,0.00889761,7222,72,0.0
89803,f_dsy,16707,-1.82%,0.008527436,7222,72,0.0
89804,f_dsy,16708,1.86%,-0.003386793,7222,72,0.0
89805,f_dsy,16709,-0.64%,0.003648049,7222,72,0.0
89806,f_dsy,16712,2.55%,0.007895011,7222,72,0.0
89807,f_dsy,16713,-0.86%,0.002862391,7222,72,0.0
89808,f_dsy,16714,0.99%,-0.010289105,7222,72,0.0
89809,f_dsy,16716,-2.53%,-0.01831506,7222,72,0.0
89810,f_dsy,16719,-1.19%,0.002749305,7222,72,0.0
89811,f_dsy,16720,1.78%,0.002301409,7222,72,0.0
89812,f_dsy,16726,2.97%,-0.016069232,7222,72,0.0
89813,f_dsy,16727,0.47%,-0.001970045,7222,72,0.0
89814,f_dsy,16728,0.00%,-0.01732827,7222,72,0.0
89815,f_dsy,16729,-2.00%,0.004571787,7222,72,0.0
89816,f_dsy,16730,2.26%,-0.004491244,7222,72,0.0
89817,f_dsy,16733,-0.67%,0.011762259,7222,72,0.0
89818,f_dsy,16734,-0.02%,-0.002951659,7222,72,0.0
89819,f_dsy,16735,2.46%,0.00400675,7222,72,0.0
89820,f_dsy,16736,-0.30%,-0.013241125,7222,72,0.0
89821,f_dsy,16737,-2.32%,0.001441202,7222,72,0.0
89822,f_dsy,16740,-1.27%,0.023867881,7222,72,0.0
89823,f_dsy,16741,2.43%,0.000551193,7222,72,0.0
89824,f_dsy,16742,-0.77%,0.003811361,7222,72,0.0
89825,f_dsy,16743,-0.56%,0.014837744,7222,72,0.0
89826,f_dsy,16744,2.12%,-0.001233579,7222,72,0.0
89827,f_dsy,16747,0.23%,0.003898216,7222,72,0.0
89828,f_dsy,16748,-0.05%,0.00047875,7222,72,0.0
89829,f_dsy,16749,0.18%,-0.000960229,7222,72,0.0
89830,f_dsy,16750,1.45%,0.000664336,7222,72,0.0
89831,f_dsy,16751,0.34%,0.010548682,7222,72,0.0
89832,f_dsy,16754,0.86%,0.000210066,7222,72,0.0
89833,f_dsy,16755,0.51%,-0.002977548,7222,72,0.0
89834,f_dsy,16756,-1.20%,-0.00762817,7222,72,0.0
89835,f_dsy,16757,-0.16%,0.00434718,7222,72,0.0
89836,f_dsy,16758,0.74%,0.006187298,7222,72,0.0
