,Firmid,Realdate,Dprice,Dmarket,Nace,Nace2,Event
40128,d_hotx,16553,-1.74%,-0.013582746,4523,45,0.0
40129,d_hotx,16554,0.43%,-0.001417963,4523,45,0.0
40130,d_hotx,16559,-0.26%,0.009095093,4523,45,0.0
40131,d_hotx,16560,-0.90%,0.005167558,4523,45,0.0
40132,d_hotx,16561,2.07%,0.005707819,4523,45,0.0
40133,d_hotx,16562,0.93%,0.004337201,4523,45,0.0
40134,d_hotx,16565,1.72%,-0.003390596,4523,45,0.0
40135,d_hotx,16566,-0.45%,-0.007306199,4523,45,0.0
40136,d_hotx,16567,-0.21%,-0.002138066,4523,45,0.0
40137,d_hotx,16568,2.32%,0.00612259,4523,45,0.0
40138,d_hotx,16569,1.82%,4.99759e-05,4523,45,0.0
40139,d_hotx,16572,-0.48%,-0.004197651,4523,45,0.0
40140,d_hotx,16573,0.84%,0.001030659,4523,45,0.0
40141,d_hotx,16574,4.04%,0.011437487,4523,45,0.0
40142,d_hotx,16575,4.64%,0.004704767,4523,45,0.0
40143,d_hotx,16576,-1.35%,0.000876537,4523,45,0.0
40144,d_hotx,16579,-0.30%,0.004109947,4523,45,0.0
40145,d_hotx,16580,0.11%,-0.000789218,4523,45,0.0
40146,d_hotx,16581,1.37%,-0.000570614,4523,45,0.0
40147,d_hotx,16582,1.42%,0.007013857,4523,45,0.0
40148,d_hotx,16583,0.96%,-0.000882414,4523,45,0.0
40149,d_hotx,16587,-1.04%,0.00448707,4523,45,0.0
40150,d_hotx,16588,0.61%,0.013386121,4523,45,0.0
40151,d_hotx,16589,0.00%,-0.000151309,4523,45,0.0
40152,d_hotx,16596,-0.63%,0.004257242,4523,45,0.0
40153,d_hotx,16597,2.23%,0.006048266,4523,45,0.0
40154,d_hotx,16600,1.31%,0.00398708,4523,45,0.0
40155,d_hotx,16601,0.68%,0.00138692,4523,45,0.0
40156,d_hotx,16602,0.07%,-0.004020325,4523,45,0.0
