,Firmid,Realdate,Dprice,Dmarket,Nace,Nace2,Event,Bigevent,Upevent,Bigeventcount
113362,f_vie,16553,-1.34%,-0.013582746,4100,41,0.0,0.0,0.0,19
113363,f_vie,16554,15138.52 ,-0.001417963,4100,41,0.0,0.0,0.0,19
113364,f_vie,16559,15388.54 ,0.009095093,4100,41,0.0,0.0,0.0,19
113365,f_vie,16560,15411.82 ,0.005167558,4100,41,0.0,0.0,0.0,19
113366,f_vie,16561,15598.48 ,0.005707819,4100,41,0.0,0.0,0.0,19
113367,f_vie,16562,15558.26 ,0.004337201,4100,41,0.0,0.0,0.0,19
113368,f_vie,16565,15519.01 ,-0.003390596,4100,41,0.0,0.0,0.0,19
113369,f_vie,16566,15895.97 ,-0.007306199,4100,41,0.0,0.0,0.0,19
113370,f_vie,16567,15884.69 ,-0.002138066,4100,41,0.0,0.0,0.0,19
113371,f_vie,16568,15680.74 ,0.00612259,4100,41,0.0,0.0,0.0,19
113372,f_vie,16569,15835.77 ,4.99759e-05,4100,41,0.0,0.0,0.0,19
113373,f_vie,16572,15742.90 ,-0.004197651,4100,41,0.0,0.0,0.0,19
113374,f_vie,16573,15679.61 ,0.001030659,4100,41,0.0,0.0,0.0,19
113375,f_vie,16574,15850.17 ,0.011437487,4100,41,0.0,0.0,0.0,19
113376,f_vie,16575,15925.05 ,0.004704767,4100,41,0.0,0.0,0.0,19
113377,f_vie,16576,15933.65 ,0.000876537,4100,41,0.0,0.0,0.0,19
113378,f_vie,16579,15984.48 ,0.004109947,4100,41,0.0,0.0,0.0,19
113379,f_vie,16580,16006.20 ,-0.000789218,4100,41,0.0,0.0,0.0,19
113380,f_vie,16581,16026.59 ,-0.000570614,4100,41,0.0,0.0,0.0,19
113381,f_vie,16582,16011.31 ,0.007013857,4100,41,0.0,0.0,0.0,19
113382,f_vie,16583,15799.81 ,-0.000882414,4100,41,0.0,0.0,0.0,19
113383,f_vie,16587,15381.07 ,0.00448707,4100,41,0.0,0.0,0.0,19
113384,f_vie,16588,15450.25 ,0.013386121,4100,41,0.0,0.0,0.0,19
113385,f_vie,16589,15601.52 ,-0.000151309,4100,41,0.0,0.0,0.0,19
113386,f_vie,16596,15415.93 ,0.004257242,4100,41,0.0,0.0,0.0,19
113387,f_vie,16597,15312.64 ,0.006048266,4100,41,0.0,0.0,0.0,19
113388,f_vie,16600,15166.14 ,0.00398708,4100,41,0.0,0.0,0.0,19
113389,f_vie,16601,15088.10 ,0.00138692,4100,41,0.0,0.0,0.0,19
113390,f_vie,16602,14853.28 ,-0.004020325,4100,41,0.0,0.0,0.0,19
113391,f_vie,16603,14822.62 ,0.00552928,4100,41,0.0,0.0,0.0,19
113392,f_vie,16604,14942.05 ,0.001313935,4100,41,0.0,0.0,0.0,19
113393,f_vie,16607,14773.56 ,-0.000337068,4100,41,0.0,0.0,0.0,19
113394,f_vie,16608,14918.47 ,0.004808192,4100,41,0.0,0.0,0.0,19
113395,f_vie,16609,14916.02 ,0.00116199,4100,41,0.0,0.0,0.0,19
113396,f_vie,16610,15090.72 ,0.004202994,4100,41,0.0,0.0,0.0,19
113397,f_vie,16611,15254.33 ,-0.008151721,4100,41,0.0,0.0,0.0,19
113398,f_vie,16614,15179.03 ,-0.009713451,4100,41,0.0,0.0,0.0,19
113399,f_vie,16615,15160.14 ,0.008522274,4100,41,0.0,0.0,0.0,19
113400,f_vie,16616,15131.62 ,0.002964198,4100,41,0.0,0.0,0.0,19
113401,f_vie,16617,15287.51 ,-0.003136038,4100,41,0.0,0.0,0.0,19
113402,f_vie,16618,15267.64 ,0.007810287,4100,41,0.0,0.0,0.0,19
113403,f_vie,16622,14949.12 ,0.000251759,4100,41,0.0,0.0,0.0,19
113404,f_vie,16623,14940.29 ,0.005896191,4100,41,0.0,0.0,0.0,19
113405,f_vie,16624,14722.63 ,-0.018221237,4100,41,0.0,0.0,0.0,19
113406,f_vie,16625,14962.36 ,0.013775767,4100,41,0.0,0.0,0.0,19
113407,f_vie,16628,15303.30 ,0.005260896,4100,41,0.0,0.0,0.0,19
113408,f_vie,16629,15370.25 ,-0.003822247,4100,41,0.0,0.0,0.0,19
113409,f_vie,16630,15088.00 ,0.005712415,4100,41,0.0,0.0,0.0,19
113410,f_vie,16631,14860.68 ,0.004567566,4100,41,0.0,0.0,0.0,19
113411,f_vie,16632,14624.27 ,-0.001803078,4100,41,0.0,0.0,0.0,19
113412,f_vie,16635,14629.00 ,-0.00235759,4100,41,0.0,0.0,0.0,19
113413,f_vie,16637,14647.65 ,0.001742948,4100,41,0.0,0.0,0.0,19
113414,f_vie,16638,15239.89 ,0.00144099,4100,41,0.0,0.0,0.0,19
