,Firmid,Realdate,Dprice,Dmarket,Nace,Nace2,Event,Bigevent,Upevent,Bigeventcount
23256,bsy,16553,,-0.013582746,9220,92,0.0,0.0,0.0,19
23257,bsy,16554,,-0.001417963,9220,92,0.0,0.0,0.0,19
23258,bsy,16559,,0.009095093,9220,92,0.0,0.0,0.0,19
23259,bsy,16560,,0.005167558,9220,92,0.0,0.0,0.0,19
23260,bsy,16561,,0.005707819,9220,92,0.0,0.0,0.0,19
23261,bsy,16562,,0.004337201,9220,92,0.0,0.0,0.0,19
23262,bsy,16565,,-0.003390596,9220,92,0.0,0.0,0.0,19
23263,bsy,16566,,-0.007306199,9220,92,0.0,0.0,0.0,19
23264,bsy,16567,,-0.002138066,9220,92,0.0,0.0,0.0,19
23265,bsy,16568,,0.00612259,9220,92,0.0,0.0,0.0,19
23266,bsy,16569,,4.99759e-05,9220,92,0.0,0.0,0.0,19
23267,bsy,16572,,-0.004197651,9220,92,0.0,0.0,0.0,19
23268,bsy,16573,,0.001030659,9220,92,0.0,0.0,0.0,19
23269,bsy,16574,,0.011437487,9220,92,0.0,0.0,0.0,19
23270,bsy,16575,,0.004704767,9220,92,0.0,0.0,0.0,19
23271,bsy,16576,,0.000876537,9220,92,0.0,0.0,0.0,19
23272,bsy,16579,,0.004109947,9220,92,0.0,0.0,0.0,19
23273,bsy,16580,,-0.000789218,9220,92,0.0,0.0,0.0,19
23274,bsy,16581,,-0.000570614,9220,92,0.0,0.0,0.0,19
23275,bsy,16582,,0.007013857,9220,92,0.0,0.0,0.0,19
23276,bsy,16583,,-0.000882414,9220,92,0.0,0.0,0.0,19
23277,bsy,16587,,0.00448707,9220,92,0.0,0.0,0.0,19
23278,bsy,16588,,0.013386121,9220,92,0.0,0.0,0.0,19
23279,bsy,16589,,-0.000151309,9220,92,0.0,0.0,0.0,19
23280,bsy,16596,,0.004257242,9220,92,0.0,0.0,0.0,19
23281,bsy,16597,,0.006048266,9220,92,0.0,0.0,0.0,19
23282,bsy,16600,,0.00398708,9220,92,0.0,0.0,0.0,19
23283,bsy,16601,,0.00138692,9220,92,0.0,0.0,0.0,19
23284,bsy,16602,,-0.004020325,9220,92,0.0,0.0,0.0,19
23285,bsy,16603,,0.00552928,9220,92,0.0,0.0,0.0,19
23286,bsy,16604,,0.001313935,9220,92,0.0,0.0,0.0,19
23287,bsy,16607,,-0.000337068,9220,92,0.0,0.0,0.0,19
23288,bsy,16608,,0.004808192,9220,92,0.0,0.0,0.0,19
23289,bsy,16609,,0.00116199,9220,92,0.0,0.0,0.0,19
23290,bsy,16610,,0.004202994,9220,92,0.0,0.0,0.0,19
23291,bsy,16611,,-0.008151721,9220,92,0.0,0.0,0.0,19
23292,bsy,16614,,-0.009713451,9220,92,0.0,0.0,0.0,19
23293,bsy,16615,,0.008522274,9220,92,0.0,0.0,0.0,19
23294,bsy,16616,,0.002964198,9220,92,0.0,0.0,0.0,19
23295,bsy,16617,,-0.003136038,9220,92,0.0,0.0,0.0,19
23296,bsy,16618,,0.007810287,9220,92,0.0,0.0,0.0,19
23297,bsy,16622,,0.000251759,9220,92,0.0,0.0,0.0,19
23298,bsy,16623,,0.005896191,9220,92,0.0,0.0,0.0,19
23299,bsy,16624,,-0.018221237,9220,92,0.0,0.0,0.0,19
23300,bsy,16625,,0.013775767,9220,92,0.0,0.0,0.0,19
23301,bsy,16628,,0.005260896,9220,92,0.0,0.0,0.0,19
23302,bsy,16629,,-0.003822247,9220,92,0.0,0.0,0.0,19
23303,bsy,16630,,0.005712415,9220,92,0.0,0.0,0.0,19
23304,bsy,16631,,0.004567566,9220,92,0.0,0.0,0.0,19
23305,bsy,16632,,-0.001803078,9220,92,0.0,0.0,0.0,19
23306,bsy,16635,,-0.00235759,9220,92,0.0,0.0,0.0,19
23307,bsy,16637,,0.001742948,9220,92,0.0,0.0,0.0,19
23308,bsy,16638,,0.00144099,9220,92,0.0,0.0,0.0,19
23309,bsy,16639,,0.000699887,9220,92,0.0,0.0,0.0,19
23310,bsy,16642,,0.004161065,9220,92,0.0,0.0,0.0,19
23311,bsy,16643,,0.000593994,9220,92,0.0,0.0,0.0,19
23312,bsy,16644,,0.002805696,9220,92,0.0,0.0,0.0,19
23313,bsy,16645,,0.004968441,9220,92,0.0,0.0,0.0,19
23314,bsy,16646,,-0.000589054,9220,92,0.0,0.0,0.0,19
23315,bsy,16649,,0.000929765,9220,92,0.0,0.0,0.0,19
23316,bsy,16650,,0.00751486,9220,92,0.0,0.0,0.0,19
23317,bsy,16651,,-0.001221051,9220,92,0.0,0.0,0.0,19
23318,bsy,16652,,-0.007534257,9220,92,0.0,0.0,0.0,19
23319,bsy,16653,,-0.003800867,9220,92,0.0,0.0,0.0,19
23320,bsy,16656,,0.006249821,9220,92,0.0,0.0,0.0,19
23321,bsy,16657,,0.00610608,9220,92,0.0,0.0,0.0,19
23322,bsy,16658,,0.008320427,9220,92,0.0,0.0,0.0,19
23323,bsy,16659,,-0.003109527,9220,92,0.0,0.0,0.0,19
23324,bsy,16660,,-0.002267577,9220,92,0.0,0.0,0.0,19
23325,bsy,16663,,-0.00040249,9220,92,0.0,0.0,0.0,19
23326,bsy,16664,,-0.00238477,9220,92,0.0,0.0,0.0,19
23327,bsy,16665,,-0.002567908,9220,92,0.0,0.0,0.0,19
23328,bsy,16666,,-0.003153555,9220,92,0.0,0.0,0.0,19
23329,bsy,16667,,0.009546662,9220,92,0.0,0.0,0.0,19
23330,bsy,16670,,0.000672486,9220,92,0.0,0.0,0.0,19
23331,bsy,16672,,-0.010565436,9220,92,0.0,0.0,0.0,19
23332,bsy,16673,,-0.006806104,9220,92,0.0,0.0,0.0,19
23333,bsy,16679,,0.004000885,9220,92,0.0,0.0,0.0,19
23334,bsy,16680,,0.007095878,9220,92,0.0,0.0,0.0,19
23335,bsy,16681,,-0.000449724,9220,92,0.0,0.0,0.0,19
23336,bsy,16685,,0.014010715,9220,92,0.0,0.0,0.0,19
23337,bsy,16686,,0.003797298,9220,92,0.0,0.0,0.0,19
23338,bsy,16687,,-0.000962805,9220,92,0.0,0.0,0.0,19
23339,bsy,16688,,0.003097197,9220,92,0.0,0.0,0.0,19
23340,bsy,16691,,0.002287577,9220,92,0.0,0.0,0.0,19
23341,bsy,16692,,-0.006935666,9220,92,0.0,0.0,0.0,19
23342,bsy,16693,,0.003318491,9220,92,0.0,0.0,0.0,19
23343,bsy,16694,,0.000246603,9220,92,0.0,0.0,0.0,19
23344,bsy,16695,,0.006011041,9220,92,0.0,0.0,0.0,19
23345,bsy,16698,,0.002443217,9220,92,0.0,0.0,0.0,19
23346,bsy,16699,,0.001109965,9220,92,0.0,0.0,0.0,19
23347,bsy,16700,,-0.010290694,9220,92,0.0,0.0,0.0,19
23348,bsy,16701,,-0.003597179,9220,92,0.0,0.0,0.0,19
23349,bsy,16702,,0.004717265,9220,92,0.0,0.0,0.0,19
23350,bsy,16706,,0.00889761,9220,92,0.0,0.0,0.0,19
23351,bsy,16707,,0.008527436,9220,92,0.0,0.0,0.0,19
23352,bsy,16708,,-0.003386793,9220,92,0.0,0.0,0.0,19
23353,bsy,16709,,0.003648049,9220,92,0.0,0.0,0.0,19
23354,bsy,16712,,0.007895011,9220,92,0.0,0.0,0.0,19
23355,bsy,16713,,0.002862391,9220,92,0.0,0.0,0.0,19
23356,bsy,16714,,-0.010289105,9220,92,0.0,0.0,0.0,19
23357,bsy,16716,,-0.01831506,9220,92,0.0,0.0,0.0,19
23358,bsy,16719,,0.002749305,9220,92,0.0,0.0,0.0,19
23359,bsy,16720,,0.002301409,9220,92,0.0,0.0,0.0,19
23360,bsy,16726,,-0.016069232,9220,92,0.0,0.0,0.0,19
23361,bsy,16727,,-0.001970045,9220,92,0.0,0.0,0.0,19
23362,bsy,16728,,-0.01732827,9220,92,0.0,0.0,0.0,19
23363,bsy,16729,,0.004571787,9220,92,0.0,0.0,0.0,19
23364,bsy,16730,,-0.004491244,9220,92,0.0,0.0,0.0,19
23365,bsy,16733,,0.011762259,9220,92,0.0,0.0,0.0,19
23366,bsy,16734,,-0.002951659,9220,92,0.0,0.0,0.0,19
23367,bsy,16735,,0.00400675,9220,92,0.0,0.0,0.0,19
23368,bsy,16736,,-0.013241125,9220,92,0.0,0.0,0.0,19
23369,bsy,16737,,0.001441202,9220,92,0.0,0.0,0.0,19
23370,bsy,16740,,0.023867881,9220,92,0.0,0.0,0.0,19
23371,bsy,16741,,0.000551193,9220,92,0.0,0.0,0.0,19
23372,bsy,16742,,0.003811361,9220,92,0.0,0.0,0.0,19
23373,bsy,16743,,0.014837744,9220,92,0.0,0.0,0.0,19
23374,bsy,16744,,-0.001233579,9220,92,0.0,0.0,0.0,19
23375,bsy,16747,,0.003898216,9220,92,0.0,0.0,0.0,19
23376,bsy,16748,,0.00047875,9220,92,0.0,0.0,0.0,19
23377,bsy,16749,,-0.000960229,9220,92,0.0,0.0,0.0,19
23378,bsy,16750,,0.000664336,9220,92,0.0,0.0,0.0,19
23379,bsy,16751,,0.010548682,9220,92,0.0,0.0,0.0,19
23380,bsy,16754,,0.000210066,9220,92,0.0,0.0,0.0,19
23381,bsy,16755,,-0.002977548,9220,92,0.0,0.0,0.0,19
23382,bsy,16756,,-0.00762817,9220,92,0.0,0.0,0.0,19
23383,bsy,16757,,0.00434718,9220,92,0.0,0.0,0.0,19
23384,bsy,16758,,0.006187298,9220,92,0.0,0.0,0.0,19
23385,bsy,16761,,0.002831195,9220,92,0.0,0.0,0.0,19
23386,bsy,16762,,0.000798148,9220,92,0.0,0.0,0.0,19
23387,bsy,16763,,0.004070302,9220,92,0.0,0.0,0.0,19
23388,bsy,16768,,-0.006314037,9220,92,0.0,0.0,0.0,19
23389,bsy,16770,,-0.002677462,9220,92,0.0,0.0,0.0,19
23390,bsy,16771,,0.016151616,9220,92,0.0,0.0,0.0,19
23391,bsy,16772,,0.007778115,9220,92,0.0,0.0,0.0,19
23392,bsy,16775,,-0.003867152,9220,92,0.0,0.0,0.0,19
23393,bsy,16776,,0.005263628,9220,92,0.0,0.0,0.0,19
23394,bsy,16777,,-0.001029008,9220,92,0.0,0.0,0.0,19
23395,bsy,16778,,0.000453111,9220,92,0.0,0.0,0.0,19
23396,bsy,16779,,-0.000208605,9220,92,0.0,0.0,0.0,19
23397,bsy,16782,,-0.000188957,9220,92,0.0,0.0,0.0,19
23398,bsy,16784,,-0.001613403,9220,92,0.0,0.0,0.0,19
23399,bsy,16785,,-0.002073115,9220,92,0.0,0.0,0.0,19
23400,bsy,16786,,0.007030468,9220,92,0.0,0.0,0.0,19
23401,bsy,16789,,-0.001195537,9220,92,0.0,0.0,0.0,19
23402,bsy,16790,,0.003688377,9220,92,0.0,0.0,0.0,19
23403,bsy,16791,,0.005152506,9220,92,0.0,0.0,0.0,19
23404,bsy,16792,,-0.002005337,9220,92,0.0,0.0,0.0,19
23405,bsy,16800,,0.001544142,9220,92,0.0,0.0,0.0,19
23406,bsy,16804,,0.009705427,9220,92,0.0,0.0,0.0,19
23407,bsy,16805,,0.009902844,9220,92,0.0,0.0,0.0,19
23408,bsy,16807,,0.003033494,9220,92,0.0,0.0,0.0,19
23409,bsy,16810,,0.001926807,9220,92,0.0,0.0,0.0,19
23410,bsy,16811,,-0.006339098,9220,92,0.0,0.0,0.0,19
23411,bsy,16812,,0.00585686,9220,92,0.0,0.0,0.0,19
23412,bsy,16813,,0.003555372,9220,92,0.0,0.0,0.0,19
23413,bsy,16814,,-0.005679742,9220,92,0.0,0.0,0.333333343,19
23414,bsy,16820,,-0.007927621,9220,92,0.0,0.0,0.333333343,19
23415,bsy,16821,,-0.006031404,9220,92,0.0,0.0,0.333333343,19
23416,bsy,16824,,-0.002429135,9220,92,0.0,0.0,0.0,19
23417,bsy,16825,,-0.00223297,9220,92,0.0,0.0,0.0,19
23418,bsy,16826,,0.011196016,9220,92,0.0,0.0,0.0,19
23419,bsy,16831,,0.020923153,9220,92,0.0,0.0,0.0,19
23420,bsy,16832,,-7.16685e-05,9220,92,0.0,0.0,0.0,19
23421,bsy,16833,,0.010718253,9220,92,0.0,0.0,0.0,19
23422,bsy,16834,,-0.008992765,9220,92,0.0,0.0,0.0,19
23423,bsy,16835,,0.000631297,9220,92,0.0,0.0,0.0,19
23424,bsy,16838,,0.001118773,9220,92,0.0,0.0,0.0,19
23425,bsy,16839,,-0.003188104,9220,92,0.0,0.0,0.0,19
23426,bsy,16840,,-0.001675563,9220,92,0.0,0.0,0.0,19
23427,bsy,16841,,0.011648284,9220,92,0.0,0.0,0.0,19
23428,bsy,16842,,-0.003731121,9220,92,0.0,0.0,0.0,19
23429,bsy,16845,,0.004986249,9220,92,0.0,0.0,0.0,19
23430,bsy,16846,,-0.001780125,9220,92,0.0,0.0,0.0,19
23431,bsy,16847,,0.001193982,9220,92,0.0,0.0,0.0,19
23432,bsy,16848,,0.005660912,9220,92,0.0,0.0,0.0,19
23433,bsy,16849,,0.002963163,9220,92,0.0,0.0,0.0,19
23434,bsy,16854,,0.011408137,9220,92,0.0,0.0,0.0,19
23435,bsy,16855,,-0.001788308,9220,92,0.0,0.0,0.0,19
23436,bsy,16856,,0.003122933,9220,92,0.0,0.0,0.0,19
23437,bsy,16859,,0.003001722,9220,92,0.0,0.0,0.0,19
23438,bsy,16860,,-0.013826441,9220,92,0.0,0.0,0.0,19
23439,bsy,16861,,0.008701265,9220,92,0.0,0.0,0.0,19
23440,bsy,16862,,-0.009022236,9220,92,0.0,0.0,0.0,19
23441,bsy,16863,,-0.000500383,9220,92,0.0,0.0,0.0,19
23442,bsy,16866,,0.005552707,9220,92,0.0,0.0,0.0,19
23443,bsy,16867,,-0.005619228,9220,92,0.0,0.0,0.0,19
23444,bsy,16868,,-0.008059735,9220,92,0.0,0.0,0.0,19
23445,bsy,16869,,0.007952871,9220,92,0.0,0.0,0.0,19
23446,bsy,16873,,0.015593877,9220,92,0.0,0.0,0.0,19
23447,bsy,16874,,0.00196626,9220,92,0.0,0.0,0.0,19
23448,bsy,16875,,0.00223254,9220,92,0.0,0.0,0.0,19
23449,bsy,16877,,0.001218492,9220,92,0.0,0.0,0.0,19
23450,bsy,16880,,0.002138162,9220,92,0.0,0.0,0.0,19
23451,bsy,16881,,0.001065252,9220,92,0.0,0.0,0.0,19
23452,bsy,16887,,-0.000748194,9220,92,0.0,0.0,0.0,19
23453,bsy,16888,,-0.005995859,9220,92,0.0,0.0,0.0,19
23454,bsy,16889,,0.002268787,9220,92,0.0,0.0,0.0,19
23455,bsy,16890,,0.007964583,9220,92,0.0,0.0,0.0,19
23456,bsy,16891,,-0.006541119,9220,92,0.0,0.0,0.0,19
23457,bsy,16894,,0.00827652,9220,92,0.0,0.0,0.0,19
23458,bsy,16895,,-0.004919846,9220,92,0.0,0.0,0.0,19
23459,bsy,16896,,0.003573296,9220,92,0.0,0.0,0.0,19
23460,bsy,16897,,0.002369758,9220,92,0.0,0.0,0.0,19
23461,bsy,16898,,-0.004503097,9220,92,0.0,0.0,0.0,19
23462,bsy,16901,,0.004853779,9220,92,0.0,0.0,0.0,19
23463,bsy,16902,,-0.01157693,9220,92,0.0,0.0,0.0,19
23464,bsy,16903,,-0.002001526,9220,92,0.0,0.0,0.0,19
23465,bsy,16909,,0.002903264,9220,92,0.0,0.0,0.0,19
23466,bsy,16910,,0.011480498,9220,92,0.0,0.0,0.0,19
23467,bsy,16911,,0.002480215,9220,92,0.0,0.0,0.0,19
23468,bsy,16912,,0.007026439,9220,92,0.0,0.0,0.0,19
23469,bsy,16915,,-0.005277056,9220,92,0.0,0.0,0.0,19
23470,bsy,16916,,-0.000686719,9220,92,0.0,0.0,0.0,19
23471,bsy,16917,,0.001890473,9220,92,0.333333343,0.052631579,0.0,19
23472,bsy,16918,,-0.005492994,9220,92,0.333333343,0.052631579,0.0,19
23473,bsy,16919,,-0.004037376,9220,92,0.333333343,0.052631579,0.0,19
23474,bsy,16923,,0.010164151,9220,92,0.0,0.052631579,0.0,19
23475,bsy,16924,,-0.007931815,9220,92,0.0,0.052631579,0.0,19
23476,bsy,16925,,0.004641184,9220,92,0.0,0.052631579,0.0,19
23477,bsy,16926,,0.00989179,9220,92,0.0,0.052631579,0.0,19
23478,bsy,16929,,0.000751265,9220,92,0.0,0.052631579,0.0,19
23479,bsy,16930,,0.004287696,9220,92,0.0,0.052631579,0.0,19
23480,bsy,16931,,-0.005525808,9220,92,0.0,0.052631579,0.0,19
23481,bsy,16932,,-0.003407056,9220,92,0.0,0.052631579,0.0,19
23482,bsy,16933,,-0.020820193,9220,92,0.0,0.052631579,0.0,19
23483,bsy,16936,,-0.014615751,9220,92,0.0,0.052631579,0.0,19
23484,bsy,16937,,0.001490224,9220,92,0.0,0.052631579,0.0,19
23485,bsy,16939,,-0.032393619,9220,92,0.0,0.052631579,0.0,19
23486,bsy,16943,,-0.028261989,9220,92,0.0,0.052631579,0.0,19
23487,bsy,16944,,0.025466651,9220,92,0.0,0.052631579,0.0,19
23488,bsy,16945,,-0.013999758,9220,92,0.0,0.052631579,0.0,19
23489,bsy,16946,,0.012307495,9220,92,0.0,0.052631579,0.0,19
23490,bsy,16947,,0.019743491,9220,92,0.0,0.0,0.0,19
23491,bsy,16951,,-0.022641221,9220,92,0.0,0.0,0.0,19
23492,bsy,16952,,0.009523373,9220,92,0.0,0.0,0.0,19
23493,bsy,16953,,0.003891957,9220,92,0.0,0.0,0.0,19
23494,bsy,16954,,0.00267105,9220,92,0.0,0.0,0.0,19
23495,bsy,16957,,-0.006293719,9220,92,0.0,0.0,0.0,19
23496,bsy,16958,,-0.019959984,9220,92,0.0,0.0,0.0,19
23497,bsy,16959,,0.005397194,9220,92,0.0,0.0,0.0,19
